NAME,CATEGORY,VIEW1PERMISSION1,VIEW1PERMISSION2,VIEW1PERMISSION3,VIEW1PERMISSION4,VIEW1PERMISSION5
"""SafeGuard Cyber""","[""content-and-compliance""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Jiminny""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Practice Better""","[""health-care"",""health-wellness""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""LearnUpon""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Thought Industries""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Engineerica Tracker""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Personal Special""","[""crm""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Skedulo""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Preferred Systems""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Docketbot - Zoom Meeting Agendas and Recaps""","[""team-collaborations""]","""Content""",,,,
"""GOrendezvous""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Loyalsnap""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Session""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Bored - Icebreaker Backgrounds""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Retain""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""ClickUp""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Equitable Classrooms""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Paradox Olivia - Account Level App""","[""scheduling-calendar""]",,,,,
"""Money Forward IT Management Cloud""","[""content-and-compliance""]","""Settings""","""Profile & Contact Information""",,,
"""NovoEd Connector - Account Level""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""amptalk for Zoom""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Raycast""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Hera""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Act! CRM""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""AXLE""","[""crm""]","""Settings""","""Profile & Contact Information""",,,
"""Betts Connect""","[""human-resources""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Walla""","[""eventmanagement"",""social-activities""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""IntelliKid Systems""","[""crm"",""education""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Cloud Recording Backup - zBackup.app""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Range""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Condens Insights""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Thrive Reset""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Zola Suite""","[""eCommerce"",""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Xembly""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Tocaly""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Rhythm Software""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Trint""","[""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Track""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""LibAnswers""","[""education"",""human-resources""]","""Settings""","""Profile & Contact Information""",,,
"""Superpeer""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""MeetingPulse for Zoom Desktop""","[""human-resources""]","""Profile & Contact Information""",,,,
"""Eightfold Scheduling App""","[""human-resources""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""FregaRooms""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""MeetingPulse""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Repitte""","[""health-care"",""health-wellness""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Mindbeat""","[""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""Clickbranch Integration""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Nook Calendar""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""PrepAir""","[""education"",""productivity""]","""Content""",,,,
"""Flavor With Zoom""","[""crm"",""education""]",,,,,
"""eWebinar""","[""marketing""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Terminland.eu""","[""health-care"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""BetterHQ""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Epihub""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""kocoschools.com""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""IceWarp Desktop Client""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""PeerKonnect""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Workfront""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Exercise Pro Live""","[""health-care"",""health-wellness""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Zenzen""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""Qmiix""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""edxtore lms""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""GrabJobs""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Appointly""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Classly""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Bluescape Integration""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""1O8""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Ucampus""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Kaizen""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Acquire""","[""customer-service""]","""Settings""","""Profile & Contact Information""",,,
"""RealEstateExpo""","[""sales-automation""]",,,,,
"""Jamtoo OAuth 2.0""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""ISLOLMS""","[""education"",""learning-development""]",,,,,
"""Well B""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Chanl Integration""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""RealtimeCRM""","[""crm""]","""Settings""","""Profile & Contact Information""",,,
"""Membership instaApp for Zoom""","[""eventmanagement""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""ScreenLine Learn""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Instrctor""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""CEI API""","[""crm"",""health-care""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Summinar""","[""eventmanagement"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Glia - Europe""","[""customer-service""]","""Settings""","""Profile & Contact Information""","""Device Information""",,
"""Marsview Notes - Meeting Assistant""","[""education"",""transcription-translation""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Ceeya""","[""eventmanagement"",""learning-development"",""sales-automation""]",,,,,
"""Fest Academy""","[""education"",""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""AI Notetaker by Fathom""","[""recording-transcriptions"",""sales-automation"",""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""IFTTT""","[""content-and-compliance"",""productivity"",""social-activities""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""IR Collaborate - Experience Management for Zoom""","[""analytics""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""","""Device Information"""
"""Mastera""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""HRMOS""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Close""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Gatsby""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Easy Insight""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Meeting Timer, Agenda Timer & Clock Countdown""","[""education"",""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Splose""","[""crm"",""health-care""]","""Settings""","""Profile & Contact Information""",,,
"""Arlo Training Management Software""","[""education"",""learning-development""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Clickfunnels""","[""marketing""]","""Settings""","""Profile & Contact Information""",,,
"""SKYMENU Cloud""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Punchpass""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Groove Scheduler for Zoom Meetings""","[""sales-automation""]","""Settings""","""Profile & Contact Information""",,,
"""AppointmentCore""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""LibCal""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
